label,sentence
1747,The company reported net sales of 302 mln euro $ 441.6 mln and an operating margin of 16 pct in 2006 .,1
1748,"The company 's set of services include digital printing , printing preparation , offset-printing , after-treatment services and send out services .",1
1749,"The company 's transportation business is conducted through Florida Rock & Tank Lines , which is a Southeastern transportation company concentrating in the hauling by motor carrier of liquid and dry bulk commodities .",1
1750,"The company said that 80 % of the shares of the holding company will be sold to Meadville Holdings Limited , a Hong Kong listed parent company of the Meadville Group .",1
1751,"The company said that the operations will be sold to a newly established company , CPS GmbH , where the present management of the plastics business is a co-owner .",1
1752,"The composite body is coated with a hard coating layer produced by thermal spraying , and the coating is ground . ''",1
1753,"The connectivity unit has more than 100 e-invoice customers , and the number of annual transactions stands at nearly one million .",1
1754,The contract is worth some EUR 1 million .,1
1755,The contract value amounts to EUR 2.4 million .,1
1756,The credit covers approximately 70 % of the ship 's price .,1
1757,The customer is local company Etera Mutual Pension Insurance Co and the principal tenant of the unit will be media company Alma Media Corp HEL : ALN1V .,1
1758,"The customer is then forwarded to the site , and unknown to him logged in with the first number .",1
1759,"The deal includes all rental equipment and related merchandise , the rental contract of the depot and two employees , the company said .",1
1760,"The decision reflects the underutilisation of the line , which produces nonwovens used in medical and wipes applications as well as for the automotive industry .",1
1761,"The decision will have to be made whether the group agrees to the import of Estonian meat and meat products to Finland , the paper added .",1
1762,"The devices would be launched in the Chinese market in late 2006 , the company said .",1
1763,The Diameter Protocol is developed according to the standards IETF RFC 3588 and IETF RFC 3539 .,1
1764,The divested activities had net sales of EUR 145.1 million in 2009 and an operating profit of EUR 8.9 million .,1
1765,"The divested company is part of TietoEnator 's business area Government , Manufacturing & Retail .",1
1766,"The Division also includes joint sales , marketing and controlling functions for these units .",1
1767,The EA Reng group posted sales of approximately 84 million kroons for 2007 .,1
1768,"The EBRD is using its own funds to provide a 21.6 million A loan while the B portion of 10 million Euros has been syndicated to two Finnish commercial banks , Nordea Bank Finland Plc and Pohjola Bank Plc. .",1
1769,"The EBRD is using its own funds to provide a 21.6 mln A loan while the B portion of 10 mln Euros has been syndicated to two Finnish commercial banks , Nordea Bank Finland Plc 7.7 mln Euros and Pohjola Bank Plc 2.3 mln Euros .",1
1770,The energy sector accounted for approximately 33 % and the steel industry for about 57 % of the transportation volume .,1
1771,The enterprise value of Maritim Food AS has been determined as approximately EUR15m .,1
1772,"The equipment Ixonos acquires with this deal includes mechanical engineering hardware ; an RF and antenna measurement laboratory ; facilities for the measurement of audio , cameras and displays ; as well as devices and robot units for the testing of mobile devices .",1
1773,"The equipment will be made at Vaahto 's plant in Hollola in Finland , and delivery is scheduled for the first quarter of 2009 .",1
1774,The estimated annual value of the frame agreement is about EUR 50mn .,1
1775,The estimated value of the deal is USD 9.2 million .,1
1776,The EUR17m contract includes both design and construction works .,1
1777,"The executive said that countries such as Brazil , Chile , Argentina and Mexico will lead the adoption in the business Ethernet services segment , while Brazil and Mexico will be the early adopters of carrier Ethernet for mobile backhaul .",1
1778,The expanded company will continue to be called NewPage .,1
1779,The expanded plant is scheduled to be operational by the middle of October 2009 .,1
1780,The expansion is to be finalized in the autumn of 2009 .,1
1781,"The facility will have a lettable area of some 19,000 sq m. The plot for the plant , located in the Ratasmaki business park , will be purchased from the City of Forssa .",1
1782,The figure does not include food exports from Finland .,1
1783,"The figure includes the change in the fair value of the property portfolio , EUR 26.2 million .",1
1784,"The Filter Tips cover the volume range from 0.1-1200 -Ál including new sizes for 10 , 20 , 100-120 , 200 , 300 , 1000 and 1200 -Ál volume capacities .",1
1785,The final outcome of the rights offering is to be reported around 23 October 2009 .,1
1786,The firm builds components for mobile phones and other communications products .,1
1787,"The group posted net sales of 35.3 mln euro $ 46.5 mln and an operating profit of 760,000 euro $ 1.0 mln in 2005 .",1
1788,The group 's net sales in 2007 were EUR683 .6 m.,1
1789,"The Group 's turnover in 2006 was EUR 39.2 million , and operating profit was EUR 3.9 million .",1
1790,"The Liquid Handling segment offers laboratory equipment and accessories , including mechanical and electronic pipettes , and disposable tips used in the research institutions , universities , and hospitals , as well as in the pharmaceutical , food , and other industries under the Biohit brand .",1
1791,"The manufacture of CPPs will be undertaken at the existing Export Oriented Unit EOU at Wartsila 's factory at Khopoli , near Mumbai .",1
1792,The markets expect Heineken to sell Hartwall as a whole or in parts .,1
1793,"The most significant capital expenditure items were in the global enterprise resource planning ERP project , product development and production machines .",1
1794,"The move will be carried out by transferring HKScan 's production-related property , plant , equipment , as well as its holdings in subsidiaries and associate companies in the country to HKScan Finland .",1
1795,The net sales of Healthcare Trade business in 2009 were EUR 145.1 million EUR 155.2 million and operating profit EUR 8.9 million EUR 7.9 million .,1
1796,The net sales of the Power Plants business were EUR 710.3 million in 2005 .,1
1797,The non-recurring costs caused to Talentum 's Premedia business area by the restructuring will amount to 2.0 mln euro $ 2.7 mln and will be included in the company 's financial results for the second quarter of 2007 .,1
1798,The ongoing project where Tekla Structures is being used is the Vashi Exhibition Centre being developed by Insteel Engineers Pvt Ltd-IIVRCL Infrastructures & Projects Ltd & CIDCO .,1
1799,"The operations to be sold include manufacturing units in Finland , France , Poland and Turkey , as well as sales units in Germany and Lithuania .",1
1800,"The order also covers design services , hardware , software licences , as well as maintenance services over six years .",1
1801,"The order consists of outsourced application management , support and planning for Tecnotree and third-party applications .",1
1802,The order includes 48 ship cranes that will be delivered for 12 container feeders to be built at Wenchong shipyard in China .,1
1803,"The order values at EUR 6.9 mn , and it consists of design services and hardware and software licences .",1
1804,The orders also include a few high-power drives for the control of seismic compressors .,1
1805,"The orders are for 26 machine-room-less KONE MonoSpace elevators , which would be installed during 2006 .",1
1806,The Oulu plant employs approximately 120 people .,1
1807,The percentages of shares and voting rights have been calculated in proportion to the total number of shares registered with the Trade Register and the total number of voting rights related to them .,1
1808,The per-share subscription price of the shares subscribed with the option rights was EUR 1.35 .,1
1809,"The Polish business employs about 1,000 people , and it had net sales of about EUR 70mn in 2007 .",1
1810,"The portfolio comprises of 118,000 m2 of leasable space with a vacancy rate of roughly 5 % , let to around 140 tenants of which two of the largest are the Swedish government and Ericsson .",1
1811,The proposal of the shareholders to elect Mr. Hannu Krogerus to the Board is based on his long and unrivalled experience and knowledge of all matters related to Elcoteq .,1
1812,"The remainder of its revenues will come from technology agreements with other firms , InterDigital said .",1
1813,"The remaining amount will be funded through debt , the Danish bank said .",1
1814,"The reorganisation will be carried out by transferring HKScan Corporation 's production-related property , plant and equipment in Finland as well as its holdings in subsidiaries and associates to HKScan Finland Oy , a holding company wholly owned by HKScan Corporation .",1
1815,The report contains category level company and brand share as well as distribution share information for 2007 and 2008 .,1
1816,"The segments through which the company operates are Frozen Food business , Seafoods , Vegetable Oil business , Grain Trading and Other business operations .",1
1817,"The selling consortium includes funds managed by OKO Bank 's venture capital unit , Bio Fund Management and Finnish Industry Investment , a government-owned investment group .",1
1818,The solution will be installed in the USA to support the North American operations of the customer .,1
1819,"The Stockmann department store will have a total floor space of over 8,000 square metres and Stockmann 's investment in the project will have a price tag of about EUR 12 million .",1
1820,The studies are expected to start in 2008 .,1
1821,"The tanks will be delivered to a company which is currently building a chemical tank farm in Antwerp , northern Belgium .",1
1822,The terms of the transactions remained undisclosed .,1
1823,The total capacity of the factory will be approximately 100 engines a year .,1
1824,"The total floor area of the plant expansion is 29,000 square metres .",1
1825,The total investment in 2006 and 2007 is expected to amount to about EUR75m .,1
1826,The total investment of the project will be approximately EUR 36m .,1
1827,The total value of the contract is some EUR 8 million .,1
1828,The total value of these two contracts is over EUR 21 million .,1
1829,The transaction is planned to be financed with a EUR40m market-based loan granted by Standard Chartered Bank Hong Kong .,1
1830,The transaction value is CAD 15 million approximately EUR 10 million .,1
1831,"The unit 's clients are mainly in the field of specialist convenience goods , as well as in the textile , shoe and furniture businesses .",1
1832,The value of the contract is about EUR 27mn .,1
1833,"The value of the contract is about EUR1 .0 m. Poyry , headquartered in Vantaa , Finland provides consulting and engineering services to the energy , forestry and infrastructure & environment sectors .",1
1834,The value of the contract is EUR 25mn .,1
1835,The value of the contract is in total USD12m .,1
1836,The value of the contracts is about EUR 3.3 mn .,1
1837,The value of the deal has not been disclosed .,1
1838,The value of the deal was not disclosed .,1
1839,The value of the multi-year agreement is over EUR 2mn a year .,1
1840,The value of the three-year contract is estimated at EUR40m .,1
1841,The value of this kind of order amounts usually between Euro 2 and 3 million .,1
1842,"The Web-Marela application handles invitations to quote , quote comparisons , agreements , purchases , invoice inspections , inventory management , and deliveries .",1
1843,"The works will include the laying of natural stone pavements and the installation of underground heating , and surface water drainage systems .",1
1844,There have not been previous share subscriptions with 2004 stock options .,1
1845,"These new units will be built at Cargotec 's state of the art manufacturing facility in San Antonio , Texas , USA , which started operations in 2009 .",1
1846,"This could be any of us at any time , '' she said .",1
1847,This wood lacquered clock comes with a stripy hand-crocheted cover .,1
1848,To see a slide show of all the newest product releases from Fiskars .,1
1849,Total value of the contract is about EUR 10mn .,1
1850,"Tulikivi manufactures heat-retaining , soapstone and ceramic fireplaces , as well as natural stone products and utility ceramics .",1
1851,"Tyrv+ñinen is of the opinion that the airline has been repeating this for some time already , however .",1
1852,"Under the agreement , Larox will transfer 10 employees within engineering and documentation related to delivery projects and product maintenance in Finland to Etteplan as of January 1 , 2007 .",1
1853,"Under the transaction agreement , Metsaliitto will purchase 24.7 % of Metsa-Botnia 's shares from UPM and 3 % from M-real .",1
1854,"Unit prices for straddle carriers vary between EUR700 ,000 and EUR900 ,000 , the company added .",1
1855,UPM-Kymmene said its has ` not indicated any interest in any domestic consolidations ' .,1
1856,Valmet Automotive reports net sales of EUR 85mn and operating profit of EUR 8mn .,1
1857,"Veidekke , headquartered in Oslo , Norway , is a Scandinavian construction and property development group with some 6,350 employees in Norway , Sweden and Denmark , with an annual turnover of NOK16 .4 bn .",1
1858,Why not subscribe to the magazine ?,1
1859,Vianor sells tires for cars and trucks as well as a range of other car parts and provides maintenance services .,1
1860,"With the new arrangement , customer responsibilities will become mainly regional .",1
1861,"With this acquisition the wireless modem unit and its approximately 1,100 employees were transferred to Renesas Electronics Corporation .",1
1862,"In the third quarter of fiscal 2008 Efore swung to a net loss of EUR 400,000 versus a net profit of EUR 200,000 for the corresponding period of fiscal 2007 .",0
1863,"Konecranes Oyj KCR1V FH fell 5.5 percent to 20.51 euros , the biggest fall since June .",0
1864,Operating loss totaled EUR 25mn compared to a profit of EUR 63mn in the corresponding period in 2005 .,0
1865,"Production levels have been agreed with producers a long time ago , so a fall in consumption will lead to losses .",0
1866,Return on investment ROI was 4.1 % compared to 43.8 % in the first half of 2008 .,0
1867,"A total of 16.5 mn passenger ship journeys took place in the northern Baltic Sea in 2007 , slightly down from 16.5 mn in 2006 .",0
1868,Finnish media group Talentum has issued a profit warning .,0
1869,"Finnish shipping company Finnlines ' pretax loss totalled EUR 6.5 mn in the third quarter of 2009 , compared to a profit of EUR 0.3 mn in the third quarter of 2008 .",0
1870,"In Finland , the city of Forssa has said it will not pay compensation to food industry companies HK Ruokatalo and Atria for the lye leak into tap water that occurred in March 2008 .",0
1871,"Acando AB ( ACANB SS ) fell 8.9 percent to 13.35 kronor , the lowest close since Dec. 11 .",0
1872,"According to CEO Matti Perkonoja of the parent company HKScan , the company 's performance in the first quarter of 2010 has remained clearly below the level of the corresponding period in 2009 .",0
1873,Diluted earnings per share ( EPS ) stood at EUR 0.25 versus EUR 0.42 .,0
1874,Finnish automation solutions developer Cencorp Corporation ( OMX Helsinki : CNC1V ) issued on Thursday ( 18 September ) a profit warning for the third quarter of 2008 .,0
1875,Finnish communication electronics components supplier Scanfil Oyj Tuesday said sales in the first half of 2006 will be 15 % lower than during the same period a year ago .,0
1876,Finnish technology company Raute Corporation ( OMX Helsinki : RUTAV ) issued on Tuesday ( 23 September ) a profit warning for the financial year 2008 .,0
1877,"In Q1 of 2009 , the company 's operating loss totalled EUR 0.3 mn , compared to a profit of EUR 3.6 mn in Q1 of 2008 .",0
1878,"Last year , 8.3 million passengers flew the airline , down 4 percent from 2007 .",0
1879,"Loss after financial items totalled EUR 9.7 mn , compared to a profit of EUR 1.3 mn in the corresponding period in 2008 .",0
1880,Loss for the period totalled EUR 15.6 mn compared to a profit of EUR 6.3 mn in 2008 .,0
1881,Operating loss amounted to EUR 0.9 mn in the first half of 2006 compared to a profit of EUR 0.5 mn in the first half of 2005 .,0
1882,"Operating loss of the Pulp & Paper Machinery unit was over EUR 3mn in September 2007 - August 2008 , compared to a profit of EUR 3.7 mn a year earlier .",0
1883,Operating loss totaled EUR 0.3 mn compared to a profit of EUR 2.2 mn in the corresponding period in 2007 .,0
1884,"Operating loss totaled EUR 0.8 mn , compared to a profit of EUR 0.5 mn .",0
1885,"Operating loss totalled EUR 12.7 mn , compared to a profit of EUR 17.7 mn in the first half of 2008 .",0
1886,"Operating loss totalled EUR 4.0 mn , compared to a profit of EUR 8.6 mn in the second quarter of 2008 .",0
1887,"Operating loss totalled EUR 5.2 mn , compared to a loss of EUR 3.4 mn in the corresponding period in 2008-2009 .",0
1888,Pretax loss totaled EUR 117mn compared to a loss of EUR 65mn in the corresponding period .,0
1889,Pretax loss totalled EUR 162.3 mn compared to a profit of EUR 253.5 mn in 2007 .,0
1890,"Pretax loss totalled EUR 49.9 mn , compared to a loss of EUR 15.4 mn in the corresponding period in 2008 .",0
1891,"Publishing Sweden 's operating loss was EUR 1.1 mn in Q1 of 2009 , compared to a profit of EUR 0.6 mn a year ago .",0
1892,The company reported today an operating loss of EUR0 .1 m on net sales of EUR4 .5 m for the first quarter 2008 .,0
1893,"Cerberus Capital Management LP-backed printing paper maker NewPage Corp. has posted mixed second-quarter results , casting a cloud over its planned initial public offering .",0
1894,"Finnish electronics manufacturing services EMS company Elcoteq SE posted a net loss of 66.4 mln euro $ 91.2 mln for the first half of 2007 , compared to a net profit of 7.1 mln euro $ 9.8 mln for the same period of 2006 .",0
1895,Finnish laboratory liquid handling and diagnostic test systems developer Biohit Oyj OMX Helsinki : BIOBV issued on Tuesday 3 June a profit warning for the financial year 2008 .,0
1896,Finnish retail software developer Aldata Solution Oyj reported a net loss of 11.7 mln euro $ 17.2 mln for 2007 versus a net profit of 2.5 mln euro $ 3.7 mln for 2006 .,0
1897,"Finnish textiles and clothing group Marimekko Oyj posted a net profit of 7.99 mln euro $ 10.4 mln for 2006 , compared to 8.4 mln euro $ 10.9 mln for 2005 .",0
1898,"In January-June 2010 , diluted loss per share stood at EUR0 .3 versus EUR0 .1 in the first half of 2009 .",0
1899,"In October , UPM reported a third-quarter net loss of euro86 million $ 110 million compared with a net profit of euro120 million in 2007 .",0
1900,Operating loss amounted to EUR 0.7 mn compared to a profit of EUR 0.8 mn in the second quarter of 2005 .,0
1901,"Operating loss before non-recurring items was EUR 0.9 mn , compared to a profit of EUR 11.5 mn in 2008 .",0
1902,"Operating profit margin was 8.3 % , compared to 11.8 % a year earlier .",0
1903,Operating profit was EUR 1.6 mn in 2005 compared to EUR 5.9 mn in 2004 .,0
1904,"Operating result showed a loss of EUR 2.9 mn , while a year before , it showed a profit of EUR 0.6 mn .",0
1905,"Salcomp Oyj , the Finnish maker of mobile phone chargers , Monday posted a EUR1 .49 million loss in the second quarter compared with a 1.70 million profit in the same period the previous year .",0
1906,Scanfil has also issued a profit warning .,0
1907,Scanfil issued a profit warning on 10 April 2006 .,0
1908,"The operating loss amounted to EUR 0.8 mn , compared to a profit of EUR 3.9 mn a year earlier .",0
1909,The real estate company posted a net loss of +ó  x201a -¼ 59.3 million +ó  x201a -¼ 0.21 per share compared with a net profit of +ó  x201a -¼ 31 million +ó  x201a -¼ 0.11 per share for the corresponding quarter of 2007 .,0
1910,"TietoEnator was down 1.13 pct to 18.38 , extending recent lows after last week 's second-quarter report , dealers said .",0
1911,Operating profit excluding restructuring costs grew to EUR 44.5 million from EUR 31.7 million while operating profit including restructuring costs showed even larger growth to EUR 38.5 million from EUR 7.4 million .,2
1912,"Having a China based operation will not only enable us to fully leverage our resources and expertise in wireless solutions , but also strengthen our capability to offer industry-leading products for our customers in China . ''",2
1913,"Cost cutting measures , which have produced around EUR70m of savings over the past nine months , have dampened the airline 's loss , Finnair said .",2
1914,"Consolidated operating profit excluding one-off items was EUR 30.6 mn , up from EUR 29.6 mn a year earlier .",2
1915,EBIT excluding non-recurring items was estimated to increase from 2009 .,2
1916,Operating profit excluding non-recurring items increased by 27 % to EUR 81.9 mn from EUR 64.4 mn in the corresponding period in 2008 .,2
1917,Cash flow from business operations totalled EUR 0.4 mn compared to a negative EUR 15.5 mn in the first half of 2008 .,2
1918,"Cash flow from operations totalled EUR 2.71 mn , compared to a negative EUR 0.83 mn in the corresponding period in 2008 .",2
1919,"Cash flow from operations totalled EUR 7.4 mn , compared to a negative EUR 68.6 mn in the second quarter of 2008 .",2
1920,"EBIT excluding non-recurring items , totalled EUR 67.8 mn , up from EUR 38.1 mn .",2
1921,"Finnish energy company Fortum Oyj said on November 13 , 2007 it was granted an environmental permit to build a biofuel-fired combined heat and power CHP plant in Vartan harbor in eastern Stockholm .",2
1922,Nokia was up 0.12 pct to 16.70 eur after kicking off the morning in negative territory .,2
1923,"Return on investment was 5.0 % , compared to a negative 4.1 % in 2009 .",2
1924,"Thus the method will cut working costs , and will fasten the planning and building processes .",2
1925,"The copying , republication or redistribution of AFX News Content , including by framing or similar means , is expressly prohibited without the prior written consent of AFX News .",1
1926,"The company reported a profit of 800,000 euro ($ 1.2 mln)on the sale of its Varesvuo Partners sub-group and a loss of 400,000 euro $ 623,000 caused by the sale of its program production subsidiary Oy Filmiteollisuus Fine Ab .",1
1927,The extracted filtrates are very high in clarity while the dried filter cakes meet required transport moisture limits (TMLs)for their ore grades .,1
1928,"After the split , the number of K shares will be 9 540 000 and the number of A shares 26 885 540 .",1
1929,"Established in 1987 , the SRV Group is a private Finnish construction concern with operations in Finland , the Baltic countries and Russia .",1
1930,"Initial estimated total value of the contract was 250 000 Euros , excluding VAT .",1
1931,Nokia and Capcom announced that Resident Evil Degeneration will be released on N-Gage later this year .,1
1932,Olli-Pekka Laine has been appointed as the Chairman and Erkki Pehu-Lehtonen as the Vice Chairman of the Board .,1
1933,Risk exposure by Non-life Insurance  Moving 12-month  Expenses by function in Non-life Insurance excluding expenses for investment management and expenses for other services rendered Non-life Insurance investment portfolio by allocation,1
1934,The issue came up in connection with discussion with local municipalities concerning the sale of water to industrial facilities .,1
1935,"The purchase price will be paid in cash upon the closure of the transaction , scheduled for April 1 , 2009 .",1
1936,The terms and conditions of the Stock Option Scheme 2008 are available on the Company 's internet pages www.sanoma.com .,1
1937,"Tieto 's service is also used to send , process and receive materials related to absentee voting .",1
1938,"Trading code : ELI1V Number of shares : 99,483 Price-share : Gratuitous After the transfer , Elisa holds a total of 10,435,023 own shares .",1
1939,"A total of 1,800,000 stock options were issued in the 2003 stock option scheme .",1
1940,Finnish publishing and printing group Ilkka-Yhtym+ñ will introduced a staff smoking ban as of the beginning of 2007 at the company 's three newspapers .,1
1941,Finnish Stockmann Group 's mail order unit Hobby Hall has launched a trial marketing campaign in Russia .,1
1942,"Alpina Sports is a Lebanon , New Hampshire USA based distributor of e.g. Alpina ski shoes and skis , Exel ski poles , Start ski waxes and now also Peltonen cross-country skis .",1
1943,"Among the Scandinavian companies present in St. Petersburg , is also named the Swedish concern NCC , which implements projects in the field of asphalt production , road and housing construction ( project Swedish Krona ) .",1
1944,An international conference call and audio webcast concerning the financial result January-March 2010 will begin at 14.00 EET .,1
1945,Atria said its offer would give the Swedish company continued ownership and control of its slaughtering and cutting operations .,1
1946,"Aug. 17 , 2010 ( Curbed delivered by Newstex ) -- And now , the latest from Racked , covering shopping and retail from the sidewalks up .",1
1947,Bertrand Sciard has been the vice chairman of the board of directors of Aldata Solution since April 2007 .,1
1948,Bovine slaughtering and cutting at the Kuopio facility will be transferred to the Kauhajoki slaughterhouse .,1
1949,"Huhtamaki 's rigid plastic consumer goods operations , which are mainly in Europe , will be separated into a new reporting segment as of 1 January 2009 .",1
1950,Kesko has previously published a stock exchange release concerning the deal on 7 February 2007 .,1
1951,Less than ten people will face pension agreements .,1
1952,Mr. Kari Stadigh will carry on as Chairman of the Board and Mr. Matti Arteva as Vice-Chairman .,1
1953,"Neste Oil s refineries have a combined crude oil refining capacity of approximately 260,000 barrels a day .",1
1954,"New Chairman of the Board of Directors , Mr Chaim Katzman , will give a presentation and answer questions .",1
1955,Panostaja Oyj 's Board also decided at its organisational meeting held upon completion of the AGM to implement the AGM decision concerning Board member fees paid as shares in such a way that shares are transferred on a quarterly basis on the date following publication of the quarterly-annual report .,1
1956,Rapala Fishing Frenzy 2009 .,1
1957,Residents access to the block is planned to be from Aleksandri Street .,1
1958,Sanoma announced the Stock Option Scheme 2008 on 19 December 2008 .,1
1959,Short-term licenses for the games cost as little as $ 3 while purchasing a game outright can cost as much as $ 10 or $ 15 .,1
1960,The adjustments concern staff in both the Specialty Papers and the Fiber Composites segments .,1
1961,The appointments will be in force until the new CEO has been appointed .,1
1962,"The authorisation is in force until the end of the next Annual General Meeting and repeals the authorisation to acquire own shares given by the General Meeting held on April 4 , 2007 .",1
1963,"The business had gross written premiums of EUR152 .4 m (  91.5 m ) in 2000 , a net combined ratio of 133 % and 175 staff in total with offices in the UK , Germany and Benelux .",1
1964,"The chilled meat products category led the meat , fish and poultry market in Finland , accounting for a share of 31.4 % .",1
1965,"The company has a continuous need for alloys such as nickel , ferro-chrome , molybdenum and manganese in its production , said Talvivaara .",1
1966,"The contract also includes cutting and edging wagon parts at Ruukki 's steel service centres in Seinajoki and Raahe , both in southwestern Finland , from where they will be delivered to VR for welding and assembly .",1
1967,"The copying , republication or redistribution of AFX News Content , inculding by framing or similar means , is expressly prohibited without the prior written consent of AFX News .",1
1968,"The cosmetics collection includes an eye shadow , face powder , lip gloss , mascara and accessories .",1
1969,"The E7 smartphone will be available for Rs35 ,000 per handset across India , '' Nokia India vice-president & managing director D Shivakumar told reporters .",1
1970,The exercise originated in Finland in the early 1930s as a training method for cross-country skiers .,1
1971,"The first phase of the logistics complex envisages the completion of some 70,000 sq m of logistics premises and the gatehouse building in November 2008 .",1
1972,"The gross area of eight houses will be 12,167 m2 .",1
1973,"The gross area of the Innova 2 project will be about 10,000 sq m ( 107,600 sq ft ) .",1
1974,"The interim report for the first quarter is published on May 8 , 2009 .",1
1975,"The mill 's raw material need will increase by 100,000 m3 of wood .",1
1976,"The negotiations concern personnel of Cencorp Corporation and Singulase Oy as whole in Finland and in Sweden , the company said .",1
1977,The negotiations will concern the plant 's department producing winded roving that employs 10 people .,1
1978,"The new apartment block is going up very close to the city center , explained Chairman of the Board of AS YIT Ehitus Priit Sauk .",1
1979,"The redesigned crushing circuit has been in operation since the start of September and its overall production rate on a weekly basis is in excess of an average of 40,000 tonnes a day .",1
1980,"The scheme for TeliaSonera and Altimo is practically identical , except that it involves the merger of their stakes in VimpelCom and Kyivstar .",1
1981,The share subscription period for C options will commence on 1 September 2008 and expire on 31 March 2011 .,1
1982,The share subscription period will expire on 30 September 2007 .,1
1983,The subscription period of Amer Sports ' 2002 warrant scheme will end on 31 December 2007 .,1
1984,The terms and conditions of Stock Option Scheme 2004 are available on the Group 's website .,1
1985,The transaction included also the transfer of the lease agreement concerning manufacturing premises and employment agreements related to these operations .,1
1986,"The utility will also provide services related to electricity management , such as hedging trades and risk management and reporting .",1
1987,"`` I 'm trying to deal with slavery from a different perspective to balance the story , '' says DeRamus , formerly a writer at the Detroit Free Press and the Detroit News .",1
1988,"`` The biggest challenge was to make the piece look raw , '' Hansen said .",1
1989,"`` We have a license agreement with Nokia Corp. which in part expires on April 9 , 2007 .",1
1990,A 2001 agreement expired earlier this month .,1
1991,"After the split , the company would have 26,885,540 Series A shares and 9,540,000 Series K shares .",1
1992,"Boomeranger Boats Oy specialises in boat building and designs , manufactures and sells customised Rigid Inflatable Boats RIB primarily for the Baltic Sea market .",1
1993,Currently the quarterly applied surcharges differ significantly from the actual market prices .,1
1994,Filmiteollisuus Fine Ab will be transferred to Talentum Oyj in the form of a subsidiary .,1
1995,"HELSINKI AFX - Salcomp , the mobile phone charger manufacturer , said it has appointed Markku Hangasjarvi as its new CEO , following the resignation of Mats Eriksson .",1
1996,"HK Ruokatalo produces many turkey products , such as cold cuts .",1
1997,"However , the brokers ' ratings on the stock differ .",1
1998,Mursula said they tried to gather macro-economic perspective to see how Malaysia was doing .,1
1999,Niklas Skogster has been employed by the ABB Group in various positions concerning the development of operations .,1
2000,The beers differ slightly from mainstream beers .,1
2001,"The company operates a U.S. division in Lisle , Ill. .",1
2002,"The deal covers Stockmann Auto Oy Ab 's sales and after-sales services concerning Volkswagen and Audi in Helsinki , Espoo and Vantaa .",1
2003,"The equipment is designated to Bollore Africa Logistics terminal Societe d'Exploitation du Terminal de Vridi SETV in Abidjan , Ivory Coast and the delivery is scheduled to start in March 2010 .",1
2004,"The floor area of the Yliopistonrinne project will be 7,900 sq m and the building 's gross area will total 12,800 sq m. A total 25.1 % of the facilities have been let .",1
2005,"The floor area of the Yliopistonrinne project will be 7,900 sq m 85,030 sq ft and the building 's gross area will total 12,800 sq m. A total 25.1 % of the facilities have been let .",1
2006,The measures result from the statutory joint negotiations with employees which started in February and concerned all operations in the country .,1
2007,"The product range includes marinated olives , cold cuts , and pates , for example .",1
2008,The terms and conditions of the year 2003 stock option scheme were published in a stock exchange release on 31 March 2003 .,1
2009,"This action follows personnel negotiations concerning Elcoteq SE , Finnish Branch , Elcoteq Finland Oy and Elcoteq Design Center Oy .",1
2010,"Unbelievably , the company that makes them - Fiskars Corporation - was formed in 1649 when a Dutch merchant named Peter Thorwoste was given a charter to establish a blast furnace and forging operation in the small Finnish village of Fiskars .",1
2011,`` Those uncertainties cloud the long-term outlook . '',0
2012,"20 October 2010 - Finnish environmental management company Lassila & Tikanoja Oyj HEL : LAT1V , or L&T , said Monday it expects its operating profit , excluding non-recurring items , for the whole 2010 to be slightly lower than in 2009 .",0
2013,"According to Finnish petrol station chain St1 's managing director Kim Wiio , the company was forced to make purchases with rising prices in the first half of 2008 , and now consumer prices are going down almost daily due to competition .",0
2014,Finnair said that the cancellation of flights would cause daily losses of  x20ac 2.5 million US$ 3 million .,0
2015,"Food sales totalled EUR 323.5 mn in October 2009 , representing a decrease of 5.5 % from October 2008 .",0
2016,"Raute reported a loss per share of EUR0 .86 for the first half of 2009 , against EPS of EUR0 .74 in the corresponding period of 2008 .",0
2017,The move was triggered by weak demand for forestry equipment and the uncertain market situation .,0
2018,The situation of coated magazine printing paper will continue to be weak .,0
2019,"Copper , lead and nickel also dropped ... HBOS ( HBOS ) plummeted 20 % to 70.3 pence after saying this year+ó ??",0
2020,"During the strike , Finnair estimates to incur a net loss of between EUR2m and EUR2 .5 m per day .",0
2021,Earnings per share ( EPS ) dropped to EUR 0.21 from EUR 0.31 .,0
2022,"Finnair 's passenger load factor , which measures the number of sold seats as a share of all available seats , dropped by 1.3 percentage points to 76.7 % in September .",0
2023,"Frost sold shares for $ 19 million at $ 6.06-7 .12 per share , compared with Friday 's high of $ 11.33 and low of $ 10.14 .",0
2024,Glaston 's net profit for the third quarter of 2007 dropped to 2.4 mln euro ( $ 3.5 mln ) from 3.5 mln euro ( $ 5.1 mln ) for the corresponding period of 2006 .,0
2025,L&T 's net profit for the whole 2010 dropped to EUR 36 million from EUR 45 million for 2009 .,0
2026,"Lassila & Tikanoja 's operating profit excluding non-recurring and imputed items for the second quarter was EUR11 .3 m , down from EUR13 .8 m a year ago .",0
2027,"Net cash flow from operating activities was a negative EUR 3.1 mn , compared to EUR 23.3 mn in the corresponding period in 2009 .",0
2028,"Net cash from operating activities was a negative EUR 0.3 mn , compared to EUR 30.9 mn in 2009 .",0
2029,Net sales dropped by 6 % year-on-year to EUR 11.9 million .,0
